5,0.500000
0,0.890000
10,0.920000
15,0.210000
25,0.290000
20,0.040000
30,0.370000
35,0.560000
40,0.420000
60,0.590000
75,0.980000
45,0.570000
80,0.550000
65,0.540000
50,0.480000
70,0.530000
55,0.680000
85,0.350000
90,0.300000
95,0.250000
6,0.820000
1,0.070000
11,0.330000
21,0.010000
16,0.310000
26,0.590000
31,0.890000
36,0.810000
66,0.100000
71,0.760000
91,0.740000
81,0.870000
61,0.200000
76,0.000000
41,0.720000
56,0.070000
51,0.970000
46,0.260000
96,0.730000
86,0.900000
7,0.410000
2,0.340000
12,0.460000
27,0.510000
22,0.940000
17,0.740000
32,0.790000
37,0.350000
92,0.720000
72,0.900000
82,0.250000
62,0.960000
67,0.480000
77,0.670000
57,0.790000
97,0.020000
47,0.020000
52,0.740000
87,0.080000
42,0.080000
8,0.670000
3,0.740000
13,0.110000
23,0.840000
28,0.330000
33,0.400000
18,0.360000
93,0.260000
38,0.160000
73,0.350000
68,0.180000
63,0.570000
78,0.820000
83,0.660000
48,0.240000
58,0.510000
98,0.670000
53,0.650000
88,0.270000
43,0.440000
9,0.340000
4,0.960000
14,1.000000
24,0.000000
29,0.400000
34,0.290000
19,0.760000
94,0.930000
74,0.560000
39,0.860000
49,0.210000
69,0.270000
64,0.490000
84,0.610000
59,0.410000
99,0.160000
54,0.980000
79,0.770000
89,0.240000
44,0.040000
