READ SERR 1 2
@count.pco
!
21.9812527 6.25075214E-3 959.88446 277.094788 699.595703
21.9687519 6.24944549E-3 1040.09229 288.469696 699.789612
21.9562511 6.25044713E-3 719.948486 239.982834 699.726501
21.9437523 6.24911999E-3 400.056335 178.910629 699.934143
21.9312534 6.25009555E-3 719.988953 239.996323 699.899963
21.9187527 6.2499023E-3 560.008789 211.663422 700.013794
21.9062519 6.25084992E-3 639.913025 226.243408 700.013367
21.8937511 6.24947902E-3 880.073364 265.352112 700.284119
21.8812523 6.25040103E-3 799.948669 252.965988 700.309631
21.8687515 6.25015888E-3 639.983765 226.268417 700.47937
21.8562508 6.2499051E-3 800.012146 252.986053 700.666443
21.8437519 6.24964014E-3 800.046082 252.99678 700.876831
21.8312511 6.25050906E-3 639.947876 226.255753 700.988953
21.8187523 6.24907482E-3 800.118408 253.019669 701.391357
21.8062515 6.25106087E-3 399.932129 178.855087 701.436401
21.7937508 6.24960428E-3 1200.07605 309.858276 701.885071
21.7812519 6.25042012E-3 1279.91406 319.978516 702.091492
21.7687511 6.24894351E-3 560.094666 211.695892 702.576172
21.7562523 6.25087135E-3 719.899658 239.966537 702.71875
21.7437515 6.24937285E-3 1040.10437 288.473053 703.315613
21.7312527 6.25013607E-3 239.994781 138.56105 703.752014
21.7187519 6.24975096E-3 1120.04468 299.344513 704.420105
21.7062531 6.25048671E-3 639.950195 226.256561 705.046143
21.6937523 6.25007693E-3 1119.98621 299.328918 705.846924
21.6812515 6.24965597E-3 640.035217 226.286621 706.656067
21.6687527 6.25035213E-3 1039.94141 288.427856 707.340271
21.6562519 6.24990696E-3 880.013123 265.333954 708.199463
21.6437531 6.24945061E-3 880.077393 265.353302 709.177856
21.6312523 6.2501072E-3 559.990356 211.656464 710.182251
21.6187515 6.25074934E-3 399.952026 178.863983 711.278076
21.6062527 6.24913396E-3 240.033264 138.583267 712.579285
21.5937519 6.25087181E-3 559.921875 211.630585 713.317261
21.5812511 6.24923455E-3 960.117554 277.162079 714.232788
21.5687523 6.24982594E-3 560.015625 211.666 714.763916
21.5562534 6.25040242E-3 639.958801 226.259598 715.261658
21.5437527 6.24984922E-3 640.015442 226.279633 715.878784
21.5312519 6.25039916E-3 799.948914 252.966064 716.309204
21.5187511 6.24982221E-3 480.013672 195.964752 716.754456
21.5062523 6.25034561E-3 879.951355 265.315308 716.975708
21.4937515 6.24974491E-3 1040.04248 288.455872 717.306458
21.4812527 6.25024177E-3 1039.95972 288.432953 717.540283
21.4687519 6.24961732E-3 480.029388 195.971176 717.863403
21.4562531 6.2500881E-3 479.993225 195.956406 717.855286
21.4437523 6.25054492E-3 559.951172 211.641647 717.517456
21.4312515 6.24988368E-3 640.011902 226.278381 717.012085
21.4187527 6.24921219E-3 720.090759 240.030258 716.388062
21.4062519 6.25073211E-3 799.906311 252.952591 715.570984
21.3937511 6.25003455E-3 319.99823 159.999115 715.134705
21.3812523 6.24932675E-3 320.034485 160.017242 714.799805
21.3687515 6.25080243E-3 559.928101 211.632935 714.269104
21.3562527 6.24897331E-3 800.13147 253.023773 714.145874
21.3437519 6.25042105E-3 719.951538 239.983841 713.664185
21.3312531 6.24966435E-3 560.03009 211.671478 713.417419
21.3187523 6.24998938E-3 1280.0022 320.000549 712.969971
21.3062534 6.25030044E-3 959.953857 277.114807 712.38324
21.2937508 6.25059754E-3 559.946472 211.639877 711.638733
21.2812519 6.24979241E-3 800.02655 252.990616 710.926758
21.2687511 6.25006435E-3 1039.98926 288.441132 710.126465
21.2562523 6.24923687E-3 880.107483 265.362396 709.599609
21.2437515 6.25056727E-3 479.956421 195.941391 709.016296
21.2312527 6.24971464E-3 400.01825 178.8936 708.828796
21.2187519 6.24993397E-3 880.009338 265.332794 708.570801
21.2062531 6.25013886E-3 479.989319 195.954819 708.247131
21.1937523 6.25033025E-3 479.97464 195.948822 707.766479
21.1812515 6.24943059E-3 800.072937 253.005264 707.254822
21.1687527 6.25067344E-3 639.93103 226.249786 706.466125
21.1562519 6.24974864E-3 880.0354 265.340637 706.049377
21.1437511 6.24988833E-3 640.011475 226.278214 705.713745
21.1312523 6.25001406E-3 799.99823 252.981644 705.510864
21.1187515 6.25012629E-3 479.990295 195.955215 705.296082
21.1062508 6.25022501E-3 319.988495 159.994247 704.978271
21.0937519 6.24924153E-3 480.058258 195.982971 704.69989
21.0812531 6.25038333E-3 479.970551 195.947159 704.196289
21.0687523 6.25044154E-3 559.960449 211.645142 703.915161
21.0562515 6.24942174E-3 880.081421 265.354553 703.888672
21.0437527 6.25051977E-3 1279.89355 319.973389 703.765991
21.0312519 6.24947529E-3 640.053711 226.293167 704.0896
21.0187511 6.25054445E-3 719.937317 239.979095 704.490234
21.0062523 6.24947622E-3 1040.08716 288.468292 705.502563
20.9937515 6.25051605E-3 639.947205 226.255493 706.546692
20.9812527 6.2494236E-3 480.04425 195.977249 707.885498
20.9687519 6.25043456E-3 399.972168 178.873001 708.863892
20.9562531 6.24931883E-3 1120.12207 299.365234 709.925049
20.9437523 6.25030091E-3 639.969177 226.263275 710.650879
20.9312515 6.25021383E-3 1039.96448 288.434235 711.471313
20.9187527 6.25011371E-3 1279.97668 319.994171 712.296265
20.9062519 6.25000056E-3 719.999939 239.999985 713.136169
20.8937511 6.24987436E-3 320.006439 160.00322 713.993164
20.8812523 6.24973513E-3 560.023743 211.669067 714.866516
20.8687515 6.25062967E-3 799.919434 252.956741 715.633667
20.8562527 6.24941709E-3 880.082092 265.354736 716.650818
20.8437519 6.25028322E-3 959.956543 277.11557 717.435669
20.8312511 6.25008997E-3 1199.98267 309.834198 718.346497
20.8187523 6.24988414E-3 480.008881 195.962814 719.263489
20.8062515 6.24966575E-3 480.025696 195.969666 720.186279
20.7937527 6.25047274E-3 639.951599 226.25705 720.992188
20.7812519 6.2502264E-3 639.976807 226.265976 721.91626
20.7687511 6.2499675E-3 960.005005 277.129578 722.833252
20.7562523 6.24969555E-3 1040.05066 288.45816 723.735168
20.7437515 6.24941103E-3 320.030151 160.015076 724.60083
20.7312527 6.25014678E-3 159.996246 113.13443 725.275757
20.7187519 6.25086576E-3 959.867004 277.089752 725.847839
20.7062511 6.24950882E-3 320.025146 160.012573 726.549622
20.6937523 6.25020079E-3 399.987152 178.8797 726.926453
20.6812515 6.24984875E-3 320.007751 160.003876 727.377136
20.6687527 6.24948461E-3 320.026398 160.013199 727.813232
20.6562519 6.25013281E-3 479.989777 195.955002 728.129822
20.6437511 6.25076517E-3 559.931458 211.634186 728.449097
20.6312523 6.24933653E-3 720.076416 240.025482 729.009216
20.6187515 6.24994189E-3 880.008179 265.332458 729.331604
20.6062527 6.25053141E-3 719.938782 239.979599 729.652466
20.5937519 6.25008577E-3 799.989014 252.978745 730.085205
20.5812511 6.24962803E-3 720.042847 240.014282 730.505493
20.5687523 6.25017472E-3 399.9888 178.880432 730.791321
20.5562515 6.24969043E-3 640.031677 226.28537 731.179993
20.5437527 6.25020824E-3 559.981384 211.653061 731.432434
20.5312519 6.24969695E-3 1120.05432 299.347107 731.784424
20.5187531 6.25018543E-3 479.985748 195.953354 731.997742
20.5062523 6.24964852E-3 560.031494 211.672012 732.308472
20.4937534 6.25010813E-3 1359.97656 329.842743 732.477844
20.4812527 6.2505519E-3 239.978806 138.551834 732.624878
20.4687519 6.24997402E-3 880.003662 265.331085 732.870422
20.4562531 6.24938402E-3 960.094604 277.155426 733.100525
20.4437523 6.25079032E-3 1119.8584 299.294739 733.078003
20.4312515 6.24916935E-3 640.085083 226.304245 733.381653
20.4187527 6.25054492E-3 559.951172 211.641647 733.282959
20.4062519 6.24990044E-3 560.008911 211.663467 733.341248
20.3937511 6.25024363E-3 879.965698 265.319641 733.17804
20.3812523 6.24957355E-3 560.038208 211.674545 733.020447
20.3687515 6.2498888E-3 960.01709 277.133057 732.650513
20.3562527 6.25018869E-3 559.983093 211.653717 732.217896
20.3437519 6.25047321E-3 559.957642 211.644089 731.753906
20.3312511 6.24974957E-3 800.032104 252.992355 731.397156
20.3187523 6.25000615E-3 479.999542 195.958984 730.927979
20.3062515 6.25024736E-3 559.977844 211.651718 730.471008
20.2937527 6.24948461E-3 640.052795 226.292831 730.144775
20.2812519 6.24969834E-3 1040.05017 288.458008 729.716003
20.2687511 6.25088438E-3 1039.85291 288.40329 729.18219
20.2562504 6.25008019E-3 879.988708 265.326599 728.88855
20.2437515 6.24926435E-3 960.112976 277.160736 728.609253
20.2312527 6.25040429E-3 959.937927 277.110199 728.122009
20.2187519 6.24956144E-3 400.028076 178.897995 727.889587
20.2062511 6.25066878E-3 1039.88867 288.413239 727.454407
20.1937504 6.24979893E-3 960.030884 277.137054 727.273315
20.1812515 6.24989625E-3 560.009277 211.66362 727.003662
20.1687527 6.24997867E-3 1120.00378 299.333618 726.759216
20.1562519 6.25004666E-3 1279.99048 319.99762 726.537903
20.1437511 6.25009974E-3 479.99234 195.956055 726.33905
20.1312523 6.25013839E-3 559.98761 211.655426 726.165588
20.1187515 6.24918984E-3 880.114075 265.36438 726.13855
20.1062527 6.25017285E-3 799.977844 252.975204 725.931702
20.0937519 6.25016773E-3 1039.97205 288.43634 725.908142
20.0812511 6.25014864E-3 479.988586 195.954529 725.993225
