21.994 3 1.471
21.981 0 1.471
21.969 2 1.471
21.956 0 1.471
21.944 2 1.471
21.931 1 1.471
21.919 0 1.471
21.906 2 1.471
21.894 1 1.471
21.881 4 1.471
21.869 0 1.471
21.856 4 1.471
21.844 1 1.471
21.831 1 1.471
21.819 0 1.471
21.806 1 1.471
21.794 2 1.471
21.781 0 1.471
21.769 1 1.471
21.756 0 1.471
21.744 1 1.471
21.731 0 1.471
21.719 2 1.471
21.706 0 1.471
21.694 2 1.471
21.681 3 1.471
21.669 0 1.471
21.656 3 1.471
21.644 3 1.471
21.631 0 1.471
21.619 4 1.471
21.606 0 1.471
21.594 0 1.471
21.581 1 1.471
21.569 1 1.471
21.556 4 1.471
21.544 0 1.471
21.531 2 1.471
21.519 2 1.471
21.506 1 1.471
21.494 1 1.471
21.481 3 1.471
21.469 2 1.471
21.456 4 1.471
21.444 0 1.471
21.431 1 1.471
21.419 0 1.471
21.406 1 1.471
21.394 5 1.471
21.381 1 1.471
21.369 5 1.471
21.356 0 1.471
21.344 3 1.472
21.331 3 1.472
21.319 1 1.472
21.306 0 1.472
21.294 4 1.472
21.281 1 1.472
21.269 1 1.472
21.256 1 1.472
21.244 2 1.472
21.231 0 1.472
21.219 2 1.472
21.206 1 1.472
21.194 0 1.472
21.181 2 1.472
21.169 1 1.472
21.156 3 1.472
21.144 1 1.472
21.131 3 1.472
21.119 1 1.472
21.106 3 1.472
21.094 2 1.472
21.081 2 1.472
21.069 3 1.472
21.056 2 1.472
21.044 1 1.472
21.031 1 1.472
21.019 1 1.472
21.006 0 1.472
20.994 0 1.472
20.981 1 1.472
20.969 4 1.472
20.956 0 1.472
20.944 2 1.472
20.931 0 1.472
20.919 0 1.472
20.906 0 1.472
20.894 0 1.472
20.881 0 1.472
20.869 0 1.472
20.856 0 1.472
20.844 0 1.472
20.831 1 1.472
20.819 2 1.472
20.806 2 1.472
20.794 3 1.472
20.781 3 1.472
20.769 1 1.472
20.756 3 1.472
20.744 1 1.472
20.731 0 1.472
20.719 1 1.472
20.706 4 1.472
20.694 3 1.472
20.681 3 1.472
20.669 5 1.472
20.656 3 1.473
20.644 0 1.473
20.631 2 1.473
20.619 1 1.473
20.606 1 1.473
20.594 0 1.473
20.581 3 1.473
20.569 0 1.473
20.556 3 1.473
20.544 0 1.473
20.531 0 1.473
20.519 3 1.473
20.506 1 1.473
20.494 1 1.473
20.481 1 1.473
20.469 3 1.473
20.456 2 1.473
20.444 0 1.473
20.431 0 1.473
20.419 0 1.473
20.406 1 1.473
20.394 0 1.473
20.381 2 1.473
20.369 4 1.473
20.356 1 1.473
20.344 0 1.473
20.331 1 1.473
20.319 0 1.473
20.306 1 1.473
20.294 3 1.473
20.281 1 1.473
20.269 2 1.473
20.256 0 1.473
20.244 3 1.473
20.231 1 1.473
20.219 1 1.473
20.206 3 1.473
20.194 3 1.473
20.181 3 1.473
20.169 2 1.473
20.156 0 1.473
20.144 2 1.473
20.131 2 1.473
20.119 1 1.473
20.106 1 1.473
20.094 3 1.473
20.081 2 1.473
20.069 0 1.473
20.056 2 1.473
20.044 3 1.473
20.031 1 1.473
20.019 2 1.473
20.006 0 1.473
19.994 1 1.473
