5,0.980000
0,0.220000
10,0.230000
15,0.410000
25,0.500000
20,0.080000
30,0.850000
35,0.770000
40,0.990000
60,0.770000
75,0.040000
45,0.930000
80,0.910000
65,0.860000
50,0.850000
70,0.980000
55,0.630000
85,0.810000
90,0.600000
95,0.570000
6,0.330000
1,0.110000
11,0.820000
21,0.080000
16,0.580000
26,0.680000
31,0.370000
36,0.390000
66,0.240000
71,0.550000
91,0.550000
81,0.310000
61,0.390000
76,0.050000
41,0.710000
56,0.140000
51,0.070000
46,0.550000
96,0.560000
86,0.160000
7,0.640000
2,0.760000
12,0.810000
27,0.970000
22,0.100000
17,0.450000
32,0.380000
37,0.660000
92,0.490000
72,0.200000
82,0.470000
62,0.110000
67,0.940000
77,0.800000
57,0.390000
97,0.020000
47,0.070000
52,0.540000
87,0.150000
42,0.150000
8,0.560000
3,0.700000
13,0.230000
23,0.450000
28,0.610000
33,0.790000
18,0.790000
93,0.470000
38,0.250000
73,0.690000
68,0.430000
63,0.830000
78,0.430000
83,0.730000
48,0.490000
58,0.960000
98,0.630000
53,0.620000
88,0.500000
43,0.820000
9,0.760000
4,0.060000
14,0.020000
24,0.070000
29,0.890000
34,0.610000
19,0.460000
94,0.160000
74,0.890000
39,0.210000
49,0.430000
69,0.540000
64,0.940000
84,0.810000
59,0.740000
99,0.320000
54,0.080000
79,0.540000
89,0.510000
44,0.110000
