21.994 0 0.428
21.981 0 0.428
21.969 0 0.428
21.956 0 0.428
21.944 2 0.428
21.931 0 0.428
21.919 1 0.428
21.906 0 0.428
21.894 1 0.428
21.881 2 0.428
21.869 0 0.428
21.856 1 0.428
21.844 0 0.428
21.831 1 0.428
21.819 0 0.428
21.806 0 0.428
21.794 0 0.428
21.781 1 0.428
21.769 1 0.428
21.756 0 0.428
21.744 2 0.428
21.731 0 0.428
21.719 0 0.428
21.706 0 0.428
21.694 0 0.428
21.681 1 0.428
21.669 0 0.428
21.656 1 0.428
21.644 0 0.428
21.631 0 0.428
21.619 0 0.428
21.606 0 0.428
21.594 1 0.428
21.581 1 0.428
21.569 1 0.428
21.556 0 0.428
21.544 0 0.428
21.531 1 0.428
21.519 0 0.428
21.506 0 0.428
21.494 1 0.428
21.481 0 0.428
21.469 2 0.428
21.456 0 0.428
21.444 1 0.428
21.431 0 0.428
21.419 2 0.428
21.406 0 0.428
21.394 0 0.428
21.381 0 0.428
21.369 0 0.428
21.356 0 0.428
21.344 0 0.428
21.331 0 0.428
21.319 0 0.428
21.306 2 0.428
21.294 0 0.428
21.281 1 0.428
21.269 1 0.428
21.256 0 0.428
21.244 0 0.428
21.231 0 0.428
21.219 1 0.428
21.206 0 0.428
21.194 0 0.428
21.181 2 0.429
21.169 0 0.429
21.156 0 0.429
21.144 1 0.429
21.131 0 0.429
21.119 0 0.429
21.106 0 0.429
21.094 0 0.429
21.081 0 0.429
21.069 0 0.429
21.056 0 0.429
21.044 0 0.429
21.031 0 0.429
21.019 0 0.429
21.006 1 0.429
20.994 0 0.429
20.981 0 0.429
20.969 0 0.429
20.956 2 0.429
20.944 0 0.429
20.931 0 0.429
20.919 2 0.429
20.906 2 0.429
20.894 0 0.429
20.881 0 0.429
20.869 0 0.429
20.856 0 0.429
20.844 0 0.429
20.831 0 0.429
20.819 0 0.429
20.806 0 0.429
20.794 0 0.429
20.781 1 0.429
20.769 0 0.429
20.756 2 0.429
20.744 0 0.429
20.731 0 0.429
20.719 0 0.429
20.706 1 0.429
20.694 0 0.429
20.681 0 0.429
20.669 0 0.429
20.656 0 0.429
20.644 0 0.429
20.631 0 0.429
20.619 1 0.429
20.606 0 0.429
20.594 0 0.429
20.581 0 0.429
20.569 0 0.429
20.556 1 0.429
20.544 0 0.429
20.531 0 0.429
20.519 0 0.429
20.506 0 0.429
20.494 3 0.429
20.481 0 0.429
20.469 0 0.429
20.456 2 0.429
20.444 0 0.429
20.431 1 0.429
20.419 0 0.429
20.406 0 0.429
20.394 0 0.429
20.381 0 0.429
20.369 1 0.429
20.356 0 0.429
20.344 0 0.429
20.331 0 0.429
20.319 1 0.429
20.306 0 0.429
20.294 1 0.429
20.281 3 0.429
20.269 2 0.429
20.256 1 0.429
20.244 0 0.429
20.231 0 0.429
20.219 0 0.429
20.206 1 0.429
20.194 0 0.429
20.181 0 0.429
20.169 0 0.429
20.156 1 0.429
20.144 0 0.429
20.131 0 0.429
20.119 2 0.429
20.106 1 0.429
20.094 1 0.429
20.081 0 0.429
20.069 0 0.429
20.056 0 0.429
20.044 0 0.429
20.031 1 0.429
20.019 0 0.429
20.006 2 0.429
19.994 0 0.429
